bookingid,arrivalyear,arrivalmonth,arrivalweeknumber,arrivaldayofmonth,arrivalhour,weekendstays,weekdaystays,adults,children,babies,firsttimeguest,affiliatedcustomer,previousreservations,previousstays,previouscancellations,daysuntilconfirmation,onlinereservation,bookingchanges,bookingtoarrivaldays,parkingspacesbooked,specialrequests,partofgroup,orderedmealsperday,floorreserved,floorassigned,dailyrateeuros,dailyrateusd,percent_paid_in_advance,country_income_euros_y2,country_income_euros_y1,country_hdi_y1,totalstaydays,totalguests,childrenratio,babiesratio,hour,minute,arrivaltime,arrivaltimeofday,confirmationtoarrivaldays,isrepeatguest,incomechange
16990,2016,4,15,9,15.0,1,1,1,0,0,1,0,0,0,0,0,1,1,159,0,0,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,2,1,0.0,0.0,15,0,2016-04-09 15:00:00,afternoon,159,0,926.4200000000019
13821,2016,4,15,9,15.75,0,1,1,0,0,1,0,0,0,0,0,0,0,31,0,1,0,1,3,3,90.0,89.1,0.0,55032.96,56803.47,0.92,1,1,0.0,0.0,15,45,2016-04-09 15:45:00,afternoon,31,0,1770.510000000002
30943,2016,4,15,9,16.75,2,2,2,0,0,1,0,0,0,0,0,1,1,64,0,0,0,2,3,3,144.5,143.055,0.0,28742.44,29668.86,0.842,4,2,0.0,0.0,16,45,2016-04-09 16:45:00,afternoon,64,0,926.4200000000019
16142,2016,4,15,9,16.75,1,1,2,0,0,1,0,0,0,0,0,1,0,159,0,1,0,1,6,3,70.0,69.3,0.0,40141.59,40833.24,0.898,2,2,0.0,0.0,16,45,2016-04-09 16:45:00,afternoon,159,0,691.6500000000015
12771,2016,4,15,9,17.0,1,1,2,0,0,1,0,0,0,0,0,1,0,134,0,0,0,2,6,6,90.0,89.1,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,17,0,2016-04-09 17:00:00,afternoon,134,0,926.4200000000019
14459,2016,4,15,9,17.0,2,2,2,0,0,1,0,0,0,0,0,1,0,73,0,1,0,1,3,3,107.95,106.8705,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,17,0,2016-04-09 17:00:00,afternoon,73,0,1250.8899999999994
36408,2016,4,15,9,17.25,1,1,2,0,0,1,0,0,0,0,31,0,0,190,0,0,0,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,17,15,2016-04-09 17:15:00,afternoon,159,0,926.4200000000019
25445,2016,4,15,9,17.75,0,1,2,0,0,1,0,0,0,0,0,1,0,112,0,0,0,1,6,6,96.3,95.337,0.0,40141.59,40833.24,0.898,1,2,0.0,0.0,17,45,2016-04-09 17:45:00,afternoon,112,0,691.6500000000015
22188,2016,4,15,9,17.75,2,4,2,0,0,1,0,0,0,0,0,1,1,7,0,0,0,1,3,3,138.0,136.62,0.0,16358.39,15813.86,0.757,6,2,0.0,0.0,17,45,2016-04-09 17:45:00,afternoon,7,0,-544.5299999999988
18965,2016,4,15,9,18.25,1,1,2,0,0,1,0,0,0,0,0,1,0,101,0,1,0,1,6,6,96.3,95.337,0.0,36194.87,36909.33,0.876,2,2,0.0,0.0,18,15,2016-04-09 18:15:00,evening,101,0,714.4599999999991
10974,2016,4,15,9,18.75,1,1,2,0,0,1,0,0,0,0,0,1,0,91,0,1,0,0,6,6,58.9,58.311,0.0,49233.22,50302.07,0.926,2,2,0.0,0.0,18,45,2016-04-09 18:45:00,evening,91,0,1068.8499999999985
38138,2016,4,15,9,19.5,0,1,2,0,0,1,0,0,0,0,0,1,0,16,0,0,0,1,3,3,146.0,144.54,0.0,40141.59,40833.24,0.898,1,2,0.0,0.0,19,30,2016-04-09 19:30:00,evening,16,0,691.6500000000015
38528,2016,4,15,9,19.5,2,5,2,0,0,1,0,0,0,0,0,1,0,101,0,2,0,1,6,6,70.99,70.28009999999999,0.0,41757.4,42535.48,0.915,7,2,0.0,0.0,19,30,2016-04-09 19:30:00,evening,101,0,778.0800000000017
27481,2016,4,15,9,19.5,0,1,2,2,0,1,0,0,0,0,0,1,0,4,0,2,0,1,1,1,211.0,208.89,0.0,28742.44,29668.86,0.842,1,4,0.5,0.0,19,30,2016-04-09 19:30:00,evening,4,0,926.4200000000019
32262,2016,4,15,9,19.75,1,1,2,0,0,1,0,1,0,1,31,0,0,190,0,0,0,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,19,45,2016-04-09 19:45:00,evening,159,1,926.4200000000019
30028,2016,4,15,9,20.25,2,2,2,0,0,1,0,0,0,0,0,1,0,110,0,1,0,0,6,6,76.5,75.735,0.0,28742.44,29668.86,0.842,4,2,0.0,0.0,20,15,2016-04-09 20:15:00,evening,110,0,926.4200000000019
20317,2016,4,15,9,20.75,2,4,2,0,1,1,0,0,0,0,0,1,1,101,0,2,0,1,6,6,85.28,84.4272,0.0,25612.26,26856.04,0.855,6,3,0.0,0.3333333333333333,20,45,2016-04-09 20:45:00,evening,101,0,1243.7800000000025
17236,2016,4,15,9,20.75,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,104.0,102.96,0.0,28742.44,29668.86,0.842,3,1,0.0,0.0,20,45,2016-04-09 20:45:00,evening,0,0,926.4200000000019
19208,2016,4,15,9,21.25,2,3,2,0,0,1,0,0,0,0,0,1,0,96,0,1,0,1,3,3,94.35,93.4065,0.0,47011.55,47683.79,0.933,5,2,0.0,0.0,21,15,2016-04-09 21:15:00,evening,96,0,672.239999999998
16190,2016,4,15,9,21.25,1,1,2,0,0,1,0,0,0,0,0,1,0,134,0,1,0,2,6,6,90.0,89.1,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,21,15,2016-04-09 21:15:00,evening,134,0,926.4200000000019
34894,2016,4,15,9,21.75,1,1,2,0,0,1,0,36,25,11,31,0,0,190,0,0,0,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,21,45,2016-04-09 21:45:00,evening,159,1,926.4200000000019
38020,2016,4,15,9,21.75,2,2,2,0,0,1,0,0,0,0,0,1,0,87,0,2,0,0,6,6,80.75,79.9425,0.0,20008.32,20551.83,0.822,4,2,0.0,0.0,21,45,2016-04-09 21:45:00,evening,87,0,543.510000000002
33959,2016,4,15,9,22.0,1,1,2,0,0,1,0,0,0,0,0,1,0,67,0,0,0,1,3,3,137.7,136.32299999999998,0.0,41259.0,42509.89,0.918,2,2,0.0,0.0,22,0,2016-04-09 22:00:00,evening,67,0,1250.8899999999994
25736,2016,4,15,9,22.0,2,5,2,0,0,1,0,0,0,0,0,1,1,163,0,1,0,1,6,6,73.37,72.6363,0.0,47045.65,48975.0,0.929,7,2,0.0,0.0,22,0,2016-04-09 22:00:00,evening,163,0,1929.3499999999985
16916,2016,4,15,9,22.5,2,3,3,0,0,1,0,0,0,0,0,1,0,60,0,1,0,1,6,5,41.76,41.3424,0.0,28742.44,29668.86,0.842,5,3,0.0,0.0,22,30,2016-04-09 22:30:00,evening,60,0,926.4200000000019
12509,2016,4,15,9,22.5,1,1,2,0,0,0,0,14,1,13,31,1,0,190,0,0,0,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,22,30,2016-04-09 22:30:00,evening,159,1,926.4200000000019
29575,2016,4,15,9,22.75,2,2,2,0,0,1,0,0,0,0,0,1,0,87,0,1,0,0,6,6,80.75,79.9425,0.0,20008.32,20551.83,0.822,4,2,0.0,0.0,22,45,2016-04-09 22:45:00,evening,87,0,543.510000000002
19112,2016,4,15,9,23.0,2,1,2,0,0,1,1,0,0,0,0,1,1,150,0,1,0,0,5,5,86.62,85.7538,0.0,28742.44,29668.86,0.842,3,2,0.0,0.0,23,0,2016-04-09 23:00:00,evening,150,0,926.4200000000019
12917,2016,4,15,9,23.0,2,2,2,0,0,1,0,0,0,0,0,1,0,20,0,1,0,1,3,3,134.0,132.66,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,23,0,2016-04-09 23:00:00,evening,20,0,1250.8899999999994
32407,2016,4,15,9,23.5,2,5,1,0,0,1,0,0,0,0,0,1,0,163,0,1,0,1,6,6,73.37,72.6363,0.0,47045.65,48975.0,0.929,7,1,0.0,0.0,23,30,2016-04-09 23:30:00,evening,163,0,1929.3499999999985
29318,2016,4,15,9,23.5,2,1,2,1,0,1,0,0,0,0,0,1,0,7,0,2,0,1,6,3,133.83,132.4917,0.0,25612.26,26856.04,0.855,3,3,0.3333333333333333,0.0,23,30,2016-04-09 23:30:00,evening,7,0,1243.7800000000025
16330,2016,4,16,10,14.0,2,4,2,0,0,1,0,0,0,0,0,1,0,99,0,1,0,1,3,3,93.78,92.8422,0.0,61902.13,63938.99,0.942,6,2,0.0,0.0,14,0,2016-04-10 14:00:00,afternoon,99,0,2036.8600000000006
32655,2016,4,16,10,14.0,2,2,1,0,0,1,0,0,0,0,0,1,0,23,0,0,0,1,3,3,125.0,123.75,0.0,47011.55,47683.79,0.933,4,1,0.0,0.0,14,0,2016-04-10 14:00:00,afternoon,23,0,672.239999999998
21685,2016,4,16,10,14.25,1,0,3,0,0,1,0,0,0,0,0,1,0,20,0,1,0,1,3,3,153.0,151.47,0.0,40141.59,40833.24,0.898,1,3,0.0,0.0,14,15,2016-04-10 14:15:00,afternoon,20,0,691.6500000000015
14149,2016,4,16,10,14.5,2,1,2,0,0,1,0,0,0,0,0,1,0,195,0,0,1,1,3,3,75.0,74.25,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,14,30,2016-04-10 14:30:00,afternoon,195,0,691.6500000000015
14705,2016,4,16,10,14.5,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,6,80.75,79.9425,0.0,40141.59,40833.24,0.898,5,2,0.0,0.0,14,30,2016-04-10 14:30:00,afternoon,0,0,691.6500000000015
17149,2016,4,16,10,14.75,2,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,6,3,103.0,101.97,0.0,33587.58,35760.73,0.898,2,1,0.0,0.0,14,45,2016-04-10 14:45:00,afternoon,4,0,2173.1500000000015
34172,2016,4,16,10,15.0,2,3,3,0,0,1,0,0,0,0,0,1,0,38,0,1,0,1,6,3,137.7,136.32299999999998,0.0,40141.59,40833.24,0.898,5,3,0.0,0.0,15,0,2016-04-10 15:00:00,afternoon,38,0,691.6500000000015
32683,2016,4,16,10,15.5,2,4,2,2,0,1,0,0,0,0,0,1,0,63,0,1,0,1,1,1,167.45,165.7755,0.0,40141.59,40833.24,0.898,6,4,0.5,0.0,15,30,2016-04-10 15:30:00,afternoon,63,0,691.6500000000015
37527,2016,4,16,10,15.75,1,0,1,0,0,0,0,7,6,1,0,0,0,45,0,0,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,15,45,2016-04-10 15:45:00,afternoon,45,1,926.4200000000019
15166,2016,4,16,10,16.0,2,0,2,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,6,6,104.0,102.96,0.0,101297.58,103750.78,0.899,2,2,0.0,0.0,16,0,2016-04-10 16:00:00,afternoon,2,0,2453.199999999997
31648,2016,4,16,10,16.25,2,1,2,0,0,1,0,0,0,0,0,1,0,86,0,1,0,0,6,6,94.5,93.555,0.0,33525.74,34912.48,0.885,3,2,0.0,0.0,16,15,2016-04-10 16:15:00,afternoon,86,0,1386.7400000000052
22272,2016,4,16,10,17.5,2,3,2,0,0,1,0,0,0,0,0,1,0,23,0,1,0,1,3,3,125.2,123.948,0.0,28742.44,29668.86,0.842,5,2,0.0,0.0,17,30,2016-04-10 17:30:00,afternoon,23,0,926.4200000000019
13713,2016,4,16,10,17.75,2,2,2,0,0,1,0,0,0,0,0,1,0,78,0,1,0,0,6,6,80.75,79.9425,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,17,45,2016-04-10 17:45:00,afternoon,78,0,691.6500000000015
33318,2016,4,16,10,18.25,2,2,2,0,0,1,0,0,0,0,0,1,0,49,0,1,0,1,3,3,112.2,111.078,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,18,15,2016-04-10 18:15:00,evening,49,0,691.6500000000015
29205,2016,4,16,10,18.25,2,2,2,0,0,1,0,0,0,0,0,1,0,96,0,0,0,0,6,6,76.93,76.1607,0.0,47011.55,47683.79,0.933,4,2,0.0,0.0,18,15,2016-04-10 18:15:00,evening,96,0,672.239999999998
30881,2016,4,16,10,19.0,2,3,2,1,0,1,0,0,0,0,0,1,0,24,0,0,0,1,3,3,120.27,119.0673,0.0,28742.44,29668.86,0.842,5,3,0.3333333333333333,0.0,19,0,2016-04-10 19:00:00,evening,24,0,926.4200000000019
29654,2016,4,16,10,19.25,2,3,3,0,0,1,0,0,0,0,0,1,0,23,0,3,0,1,3,3,146.2,144.738,0.0,40141.59,40833.24,0.898,5,3,0.0,0.0,19,15,2016-04-10 19:15:00,evening,23,0,691.6500000000015
13054,2016,4,16,10,19.25,2,2,2,0,0,1,0,0,0,0,0,1,0,23,0,0,0,0,6,6,98.0,97.02,0.0,13446.4,14455.0,0.743,4,2,0.0,0.0,19,15,2016-04-10 19:15:00,evening,23,0,1008.6000000000004
30086,2016,4,16,10,19.5,2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,3,1,0.0,0.0,19,30,2016-04-10 19:30:00,evening,4,0,926.4200000000019
13710,2016,4,16,10,19.5,2,3,3,0,0,1,0,0,0,0,0,1,0,70,0,2,0,1,3,3,130.05,128.7495,0.0,40141.59,40833.24,0.898,5,3,0.0,0.0,19,30,2016-04-10 19:30:00,evening,70,0,691.6500000000015
23828,2016,4,16,10,19.5,2,4,2,0,0,1,0,0,0,0,0,1,0,45,0,0,0,1,3,3,113.62,112.4838,0.0,13446.4,14455.0,0.743,6,2,0.0,0.0,19,30,2016-04-10 19:30:00,evening,45,0,1008.6000000000004
13470,2016,4,16,10,19.5,2,4,2,0,0,1,0,0,0,0,0,1,0,23,0,0,0,1,3,3,128.0,126.72,0.0,40141.59,40833.24,0.898,6,2,0.0,0.0,19,30,2016-04-10 19:30:00,evening,23,0,691.6500000000015
29663,2016,4,16,10,19.5,1,0,1,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0,6,6,105.0,103.95,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,19,30,2016-04-10 19:30:00,evening,9,0,926.4200000000019
23971,2016,4,16,10,19.75,2,2,2,0,0,1,0,0,0,0,0,1,0,110,0,3,0,1,3,3,93.08,92.1492,0.0,37260.63,37475.18,0.914,4,2,0.0,0.0,19,45,2016-04-10 19:45:00,evening,110,0,214.5500000000029
24248,2016,4,16,10,20.0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,6,6,106.0,104.94,0.0,37260.63,37475.18,0.914,4,1,0.0,0.0,20,0,2016-04-10 20:00:00,evening,0,0,214.5500000000029
22515,2016,4,16,10,20.5,2,5,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,3,3,138.0,136.62,0.0,76703.31,75042.14,0.802,7,1,0.0,0.0,20,30,2016-04-10 20:30:00,evening,5,0,-1661.1699999999983
14641,2016,4,16,10,21.0,2,1,2,0,1,1,0,0,0,0,0,1,1,83,0,2,0,1,6,6,96.3,95.337,0.0,28742.44,29668.86,0.842,3,3,0.0,0.3333333333333333,21,0,2016-04-10 21:00:00,evening,83,0,926.4200000000019
35674,2016,4,16,10,21.25,2,2,2,0,0,1,0,0,0,0,0,1,1,76,0,1,0,1,6,6,90.95,90.04050000000001,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,21,15,2016-04-10 21:15:00,evening,76,0,1250.8899999999994
39473,2016,4,16,10,21.25,2,1,1,0,0,0,0,31,28,3,0,0,0,4,0,0,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,3,1,0.0,0.0,21,15,2016-04-10 21:15:00,evening,4,1,926.4200000000019
27652,2016,4,16,10,21.5,2,2,2,0,0,1,0,0,0,0,0,1,0,84,0,0,0,0,6,6,58.14,57.5586,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,21,30,2016-04-10 21:30:00,evening,84,0,1250.8899999999994
37391,2016,4,16,10,21.5,1,0,2,0,0,1,0,0,0,0,0,1,0,69,0,0,0,0,6,6,72.25,71.5275,0.0,47011.55,47683.79,0.933,1,2,0.0,0.0,21,30,2016-04-10 21:30:00,evening,69,0,672.239999999998
24516,2016,4,16,10,21.75,2,1,3,0,0,1,0,0,0,0,0,1,0,36,0,0,0,1,6,6,137.7,136.32299999999998,0.0,13446.4,14455.0,0.743,3,3,0.0,0.0,21,45,2016-04-10 21:45:00,evening,36,0,1008.6000000000004
30132,2016,4,16,10,22.0,2,4,1,0,0,1,0,0,0,0,0,1,0,45,0,0,0,1,3,3,113.62,112.4838,0.0,13446.4,14455.0,0.743,6,1,0.0,0.0,22,0,2016-04-10 22:00:00,evening,45,0,1008.6000000000004
20400,2016,4,16,10,22.25,2,0,2,0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,3,3,124.0,122.76,0.0,55032.96,56803.47,0.92,2,2,0.0,0.0,22,15,2016-04-10 22:15:00,evening,7,0,1770.510000000002
26534,2016,4,16,10,22.5,1,0,1,0,0,0,0,5,4,1,0,0,0,45,0,0,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,22,30,2016-04-10 22:30:00,evening,45,1,926.4200000000019
10935,2016,4,16,10,23.25,2,0,2,0,0,1,0,0,0,0,0,1,0,68,0,0,0,1,3,3,118.8,117.612,0.0,51067.98,69056.05,0.929,2,2,0.0,0.0,23,15,2016-04-10 23:15:00,evening,68,0,17988.07
28573,2016,4,16,10,23.25,2,1,1,0,0,1,0,0,0,0,0,1,0,80,0,0,0,2,6,6,100.0,99.0,1.0,28742.44,29668.86,0.842,3,1,0.0,0.0,23,15,2016-04-10 23:15:00,evening,80,0,926.4200000000019
20651,2016,4,16,10,23.5,2,3,2,0,0,1,0,0,0,0,0,1,2,44,0,0,0,1,3,3,113.52,112.3848,0.0,49233.22,50302.07,0.926,5,2,0.0,0.0,23,30,2016-04-10 23:30:00,evening,44,0,1068.8499999999985
39995,2016,4,16,10,23.5,2,0,2,0,0,1,0,0,0,0,0,1,0,13,0,0,0,1,6,6,118.0,116.82,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,23,30,2016-04-10 23:30:00,evening,13,0,926.4200000000019
18190,2016,4,16,10,23.5,2,2,2,0,0,1,0,0,0,0,0,1,3,69,0,1,0,2,3,3,117.18,116.0082,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,23,30,2016-04-10 23:30:00,evening,69,0,691.6500000000015
27616,2016,4,16,11,14.25,1,3,2,0,0,1,0,0,0,0,0,1,0,67,0,0,0,0,6,6,89.25,88.3575,0.0,41757.4,42535.48,0.915,4,2,0.0,0.0,14,15,2016-04-11 14:15:00,afternoon,67,0,778.0800000000017
30960,2016,4,16,11,14.25,1,2,2,0,0,1,0,0,0,0,0,1,0,12,0,1,0,1,3,3,136.0,134.64,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,14,15,2016-04-11 14:15:00,afternoon,12,0,691.6500000000015
13323,2016,4,16,11,14.25,1,2,2,0,0,1,0,0,0,0,0,1,0,95,0,0,0,1,3,3,68.2,67.518,0.0,25612.26,26856.04,0.855,3,2,0.0,0.0,14,15,2016-04-11 14:15:00,afternoon,95,0,1243.7800000000025
39872,2016,4,16,11,14.25,1,3,2,0,0,1,0,0,0,0,0,1,0,27,0,0,0,2,6,6,142.78,141.3522,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,14,15,2016-04-11 14:15:00,afternoon,27,0,691.6500000000015
36886,2016,4,16,11,14.5,1,0,1,0,0,1,0,0,0,0,0,1,0,7,1,0,0,0,6,6,89.0,88.11,0.0,49233.22,50302.07,0.926,1,1,0.0,0.0,14,30,2016-04-11 14:30:00,afternoon,7,0,1068.8499999999985
23479,2016,4,16,11,14.5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,89.0,88.11,0.0,28742.44,29668.86,0.842,1,2,0.0,0.0,14,30,2016-04-11 14:30:00,afternoon,0,0,926.4200000000019
32838,2016,4,16,11,14.75,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,114.0,112.86,0.0,41259.0,42509.89,0.918,2,2,0.0,0.0,14,45,2016-04-11 14:45:00,afternoon,0,0,1250.8899999999994
22465,2016,4,16,11,15.0,1,2,2,0,0,1,0,0,0,0,0,1,0,80,0,0,0,1,6,6,80.75,79.9425,0.0,47011.55,47683.79,0.933,3,2,0.0,0.0,15,0,2016-04-11 15:00:00,afternoon,80,0,672.239999999998
17405,2016,4,16,11,15.0,1,1,2,0,0,1,0,0,0,0,0,1,0,43,0,1,0,0,6,6,94.5,93.555,0.0,40141.59,40833.24,0.898,2,2,0.0,0.0,15,0,2016-04-11 15:00:00,afternoon,43,0,691.6500000000015
23635,2016,4,16,11,15.0,1,2,2,0,0,1,0,0,0,0,0,1,0,29,0,1,0,1,6,6,109.2,108.108,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,15,0,2016-04-11 15:00:00,afternoon,29,0,691.6500000000015
38043,2016,4,16,11,15.25,1,1,2,0,0,1,0,0,0,0,0,1,0,64,0,1,0,0,6,6,94.5,93.555,0.0,55032.96,56803.47,0.92,2,2,0.0,0.0,15,15,2016-04-11 15:15:00,afternoon,64,0,1770.510000000002
32481,2016,4,16,11,15.5,1,4,2,0,0,1,0,0,0,0,0,1,0,19,0,0,0,0,6,6,111.4,110.286,0.0,40141.59,40833.24,0.898,5,2,0.0,0.0,15,30,2016-04-11 15:30:00,afternoon,19,0,691.6500000000015
32165,2016,4,16,11,15.75,1,0,1,0,0,0,0,14,14,0,0,0,0,3,0,1,0,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,15,45,2016-04-11 15:45:00,afternoon,3,1,926.4200000000019
35331,2016,4,16,11,15.75,1,3,2,0,0,1,0,0,0,0,0,1,0,24,0,0,0,1,3,3,123.5,122.265,0.0,36194.87,36909.33,0.876,4,2,0.0,0.0,15,45,2016-04-11 15:45:00,afternoon,24,0,714.4599999999991
17261,2016,4,16,11,15.75,1,3,2,0,0,1,0,0,0,0,0,1,0,50,0,0,0,1,6,6,99.45,98.4555,0.0,16358.39,15813.86,0.757,4,2,0.0,0.0,15,45,2016-04-11 15:45:00,afternoon,50,0,-544.5299999999988
19245,2016,4,16,11,16.75,1,3,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,6,6,95.0,94.05,0.0,28742.44,29668.86,0.842,4,1,0.0,0.0,16,45,2016-04-11 16:45:00,afternoon,5,0,926.4200000000019
14577,2016,4,16,11,16.75,1,3,3,0,0,1,0,0,0,0,0,1,0,48,0,0,0,1,3,3,130.05,128.7495,0.0,40141.59,40833.24,0.898,4,3,0.0,0.0,16,45,2016-04-11 16:45:00,afternoon,48,0,691.6500000000015
14072,2016,4,16,11,16.75,1,5,2,0,0,1,0,0,0,0,0,1,0,85,0,0,0,1,6,6,72.76,72.03240000000001,0.0,41259.0,42509.89,0.918,6,2,0.0,0.0,16,45,2016-04-11 16:45:00,afternoon,85,0,1250.8899999999994
22631,2016,4,16,11,16.75,1,2,2,0,0,1,0,0,0,0,0,1,0,101,1,0,0,1,3,3,103.6,102.564,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,16,45,2016-04-11 16:45:00,afternoon,101,0,691.6500000000015
36839,2016,4,16,11,17.0,1,2,3,0,0,1,0,0,0,0,0,1,0,80,0,2,0,1,6,5,137.7,136.32299999999998,0.0,51067.98,69056.05,0.929,3,3,0.0,0.0,17,0,2016-04-11 17:00:00,afternoon,80,0,17988.07
12499,2016,4,16,11,17.0,1,1,2,0,0,1,0,0,0,0,0,1,0,42,0,0,0,0,6,6,94.5,93.555,0.0,28742.44,29668.86,0.842,2,2,0.0,0.0,17,0,2016-04-11 17:00:00,afternoon,42,0,926.4200000000019
28542,2016,4,16,11,17.0,1,2,2,0,0,1,0,0,0,0,0,1,0,75,0,1,0,0,6,6,85.5,84.645,0.0,33525.74,34912.48,0.885,3,2,0.0,0.0,17,0,2016-04-11 17:00:00,afternoon,75,0,1386.7400000000052
34126,2016,4,16,11,17.0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,6,116.0,114.84,0.0,28991.57,29924.12,0.851,4,2,0.0,0.0,17,0,2016-04-11 17:00:00,afternoon,0,0,932.5499999999993
19500,2016,4,16,11,17.5,1,2,3,0,0,1,0,0,0,0,0,1,0,48,0,1,0,1,3,3,137.7,136.32299999999998,0.0,61902.13,63938.99,0.942,3,3,0.0,0.0,17,30,2016-04-11 17:30:00,afternoon,48,0,2036.8600000000006
31168,2016,4,16,11,17.5,1,2,2,1,0,1,0,0,0,0,0,1,0,28,0,2,0,1,3,3,121.33,120.1167,0.0,41259.0,42509.89,0.918,3,3,0.3333333333333333,0.0,17,30,2016-04-11 17:30:00,afternoon,28,0,1250.8899999999994
33152,2016,4,16,11,17.5,1,1,2,2,0,1,0,0,0,0,0,1,0,39,0,2,0,1,1,0,177.3,175.52700000000002,0.0,41259.0,42509.89,0.918,2,4,0.5,0.0,17,30,2016-04-11 17:30:00,afternoon,39,0,1250.8899999999994
25083,2016,4,16,11,17.75,1,3,2,0,0,1,0,0,0,0,0,1,0,50,0,1,0,1,6,6,99.45,98.4555,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,17,45,2016-04-11 17:45:00,afternoon,50,0,691.6500000000015
19271,2016,4,16,11,18.0,1,3,2,0,0,1,0,0,0,0,0,1,0,24,0,1,0,1,6,6,108.5,107.415,0.0,13446.4,14455.0,0.743,4,2,0.0,0.0,18,0,2016-04-11 18:00:00,evening,24,0,1008.6000000000004
29943,2016,4,16,11,18.75,1,2,1,0,0,1,0,0,0,0,0,1,0,82,0,0,0,1,6,6,76.5,75.735,0.0,28742.44,29668.86,0.842,3,1,0.0,0.0,18,45,2016-04-11 18:45:00,evening,82,0,926.4200000000019
20890,2016,4,16,11,19.0,1,1,3,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,3,1,161.0,159.39,0.0,41259.0,42509.89,0.918,2,3,0.0,0.0,19,0,2016-04-11 19:00:00,evening,8,0,1250.8899999999994
24190,2016,4,16,11,19.5,1,3,2,0,0,1,0,0,0,0,0,1,0,77,0,1,0,1,6,6,90.95,90.04050000000001,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,19,30,2016-04-11 19:30:00,evening,77,0,691.6500000000015
12838,2016,4,16,11,19.5,1,2,2,0,0,1,0,0,0,0,0,1,0,40,0,1,0,1,6,6,105.3,104.247,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,19,30,2016-04-11 19:30:00,evening,40,0,691.6500000000015
21439,2016,4,16,11,19.75,1,5,2,0,0,1,1,0,0,0,0,1,0,147,0,0,0,0,6,6,90.95,90.04050000000001,0.0,28742.44,29668.86,0.842,6,2,0.0,0.0,19,45,2016-04-11 19:45:00,evening,147,0,926.4200000000019
20413,2016,4,16,11,20.25,1,5,2,0,0,1,0,0,0,0,0,1,0,92,0,0,0,1,3,3,99.45,98.4555,0.0,47011.55,47683.79,0.933,6,2,0.0,0.0,20,15,2016-04-11 20:15:00,evening,92,0,672.239999999998
25598,2016,4,16,11,20.25,1,1,2,0,0,1,0,0,0,0,0,1,0,37,0,0,0,1,6,6,105.3,104.247,0.0,66444.0,70212.09,0.86,2,2,0.0,0.0,20,15,2016-04-11 20:15:00,evening,37,0,3768.0899999999965
